wavelength,real_1,real_2,real_3,real_4,real_5,real_6,real_7,real_8,real_9,real_10
635.333,5.37,6.93,3.56,8.78,4.7,8.86,9.7,3.86,3.47,2.72
635.665,5.43,6.97,3.58,8.84,4.76,8.89,9.76,3.91,3.5,2.74
635.998,5.45,6.97,3.56,8.84,4.73,8.92,9.81,3.91,3.48,2.72
636.331,5.41,6.92,3.55,8.78,4.74,8.95,9.86,3.87,3.49,2.68
636.663,5.43,7,3.53,8.78,4.73,8.99,9.92,3.9,3.51,2.68
636.996,5.46,7.03,3.56,8.84,4.74,9.08,9.96,3.99,3.53,2.65
637.328,5.41,7.01,3.56,8.84,4.75,9.01,10.02,4.05,3.53,2.64
637.661,5.42,7.06,3.61,8.86,4.8,9.15,10.06,4.05,3.55,2.64
637.993,5.43,7.04,3.59,8.91,4.78,9.14,10.05,4.08,3.59,2.64
638.326,5.42,7.11,3.63,8.96,4.82,9.24,10.16,4.14,3.63,2.72
638.658,5.36,7.09,3.62,8.93,4.72,9.19,10.14,4.12,3.57,2.68
638.99,5.37,7.14,3.6,8.92,4.71,9.15,10.15,4.14,3.55,2.67
639.323,5.34,7.14,3.59,8.89,4.64,9.21,10.12,4.12,3.52,2.69
639.655,5.36,7.22,3.64,8.96,4.74,9.25,10.16,4.19,3.6,2.79
639.987,5.38,7.26,3.65,8.99,4.7,9.22,10.14,4.21,3.59,2.81
640.319,5.37,7.19,3.66,8.99,4.66,9.15,10.12,4.16,3.57,2.74
640.651,5.4,7.23,3.67,9.03,4.7,9.17,10.2,4.18,3.57,2.85
640.983,5.44,7.25,3.74,9.08,4.71,9.27,10.2,4.21,3.63,2.88
641.315,5.45,7.24,3.73,9.07,4.68,9.19,10.2,4.23,3.64,2.88
641.647,5.46,7.27,3.73,9.03,4.67,9.21,10.23,4.18,3.61,2.85
641.979,5.46,7.27,3.73,9.01,4.64,9.14,10.2,4.12,3.59,2.85
642.311,5.52,7.27,3.75,9.07,4.72,9.22,10.28,4.15,3.62,2.92
642.643,5.51,7.32,3.79,9.11,4.75,9.29,10.3,4.21,3.62,2.94
642.975,5.54,7.32,3.77,9.06,4.76,9.24,10.4,4.23,3.65,2.95
643.306,5.57,7.3,3.76,8.98,4.71,9.28,10.38,4.18,3.63,2.92
643.638,5.61,7.3,3.8,8.97,4.73,9.33,10.44,4.2,3.62,2.98
643.97,5.65,7.43,3.86,9.05,4.76,9.45,10.53,4.22,3.7,3.05
644.301,5.65,7.45,3.9,9.08,4.78,9.45,10.57,4.27,3.78,3.06
644.633,5.63,7.48,3.89,9.12,4.81,9.43,10.56,4.28,3.74,3.07
644.964,5.66,7.51,3.85,9.15,4.83,9.48,10.63,4.32,3.72,3.09
645.296,5.65,7.53,3.92,9.26,4.83,9.55,10.63,4.36,3.72,3.17
645.627,5.67,7.5,3.9,9.27,4.86,9.54,10.68,4.34,3.71,3.2
645.959,5.67,7.58,3.97,9.25,4.85,9.56,10.7,4.35,3.77,3.23
646.29,5.75,7.58,4.02,9.3,4.9,9.61,10.73,4.34,3.79,3.25
646.621,5.78,7.61,4.03,9.4,4.92,9.7,10.72,4.34,3.8,3.25
646.952,5.75,7.65,4.01,9.48,4.95,9.65,10.81,4.41,3.76,3.27
647.284,5.77,7.69,3.99,9.54,5.02,9.74,10.84,4.44,3.84,3.23
647.615,5.78,7.65,3.98,9.54,5.07,9.75,10.85,4.49,3.8,3.2
647.946,5.75,7.61,3.93,9.5,4.98,9.7,10.78,4.38,3.75,3.15
648.277,5.74,7.65,3.95,9.49,4.98,9.77,10.82,4.37,3.77,3.15
648.608,5.72,7.67,4.03,9.53,5.01,9.85,10.84,4.39,3.82,3.21
648.939,5.74,7.71,4.02,9.55,5.06,9.85,10.87,4.36,3.82,3.16
649.27,5.79,7.79,4.04,9.64,5.1,9.89,10.92,4.46,3.89,3.18
649.601,5.77,7.77,4,9.68,5.09,9.89,10.92,4.5,3.9,3.13
649.931,5.73,7.73,3.93,9.61,5.01,9.83,10.88,4.36,3.88,3.08
650.262,5.73,7.77,3.99,9.67,5.01,9.82,10.89,4.4,3.91,3.12
650.593,5.78,7.77,4.06,9.7,5.02,9.92,10.89,4.35,3.98,3.13
650.924,5.73,7.75,4.05,9.68,4.96,9.8,10.86,4.29,3.95,3.08
651.254,5.74,7.78,4.07,9.71,4.96,9.9,10.88,4.3,4.01,3.17
651.585,5.77,7.81,4.09,9.72,4.97,9.91,10.96,4.34,3.98,3.19
651.915,5.8,7.77,4.07,9.68,4.96,9.87,11.03,4.3,3.99,3.22
652.246,5.78,7.78,4.06,9.7,4.97,9.84,11.04,4.27,3.94,3.2
652.576,5.78,7.76,3.99,9.66,4.92,9.84,11.04,4.28,3.98,3.17
652.907,5.79,7.75,4.04,9.67,4.93,9.8,11.05,4.23,3.96,3.16
653.237,5.8,7.72,4.03,9.72,4.91,9.8,11.05,4.18,3.9,3.11
653.568,5.84,7.79,4.12,9.88,4.9,9.89,11.16,4.31,3.96,3.23
653.898,5.8,7.79,4.13,9.88,4.94,9.88,11.22,4.34,3.98,3.26
654.228,5.75,7.79,4.09,9.85,4.86,9.87,11.16,4.31,3.93,3.15
654.558,5.82,7.81,4.11,9.95,4.9,9.98,11.21,4.38,3.97,3.19
654.888,5.77,7.82,4.12,9.95,4.9,9.89,11.19,4.33,3.96,3.14
655.219,5.77,7.83,4.15,9.94,4.97,9.92,11.11,4.4,4,3.1
655.549,5.85,7.86,4.15,9.97,5.03,9.97,11.14,4.47,4.03,3.1
655.879,5.87,7.86,4.16,10,5.05,10.01,11.17,4.55,4.08,3.2
656.209,5.89,7.88,4.19,10.01,5.07,10.02,11.24,4.67,4.15,3.35
656.539,5.88,7.91,4.18,10,5.09,10.13,11.29,4.73,4.22,3.41
656.868,5.9,7.97,4.24,10.01,5.12,10.17,11.34,4.82,4.32,3.53
657.198,5.89,7.96,4.23,9.98,5.17,10.17,11.33,4.88,4.36,3.55
657.528,5.88,7.97,4.23,10.01,5.18,10.19,11.37,4.92,4.39,3.58
657.858,5.88,7.98,4.25,10.01,5.22,10.18,11.4,4.95,4.41,3.61
658.188,5.89,7.99,4.28,10.03,5.24,10.19,11.41,4.97,4.42,3.65
658.517,5.9,8,4.29,10.04,5.25,10.22,11.45,5,4.44,3.68
658.847,5.9,8.01,4.29,10.05,5.23,10.22,11.47,5,4.47,3.7
659.176,5.9,8.03,4.3,10.05,5.24,10.24,11.49,5.01,4.48,3.73
659.506,5.89,8.03,4.31,10.07,5.24,10.24,11.52,5.01,4.51,3.73
659.835,5.89,8.04,4.32,10.09,5.26,10.26,11.53,5,4.52,3.73
660.165,5.89,8.03,4.33,10.09,5.26,10.23,11.57,5,4.53,3.73
660.494,5.88,8.02,4.33,10.09,5.27,10.23,11.6,4.99,4.52,3.73
660.824,5.87,8.01,4.34,10.11,5.27,10.23,11.63,4.97,4.52,3.72
661.153,5.89,8.02,4.35,10.11,5.28,10.23,11.65,4.94,4.52,3.71
661.482,5.9,8.02,4.36,10.14,5.28,10.26,11.69,4.93,4.55,3.72
661.811,5.89,8.02,4.37,10.15,5.26,10.26,11.72,4.92,4.57,3.74
662.14,5.89,8.01,4.36,10.17,5.25,10.23,11.74,4.9,4.57,3.72
662.47,5.89,8.01,4.37,10.19,5.27,10.24,11.78,4.86,4.56,3.71
662.799,5.88,8.01,4.39,10.25,5.28,10.23,11.8,4.84,4.58,3.69
663.128,5.91,8.05,4.44,10.27,5.29,10.27,11.85,4.83,4.6,3.69
663.457,5.94,8.06,4.47,10.27,5.31,10.3,11.91,4.82,4.59,3.7
663.786,5.92,8.08,4.46,10.3,5.29,10.32,11.88,4.78,4.58,3.66
664.114,5.95,8.15,4.48,10.36,5.27,10.4,11.89,4.77,4.58,3.66
664.443,6,8.22,4.48,10.4,5.29,10.44,11.88,4.79,4.59,3.69
664.772,6.03,8.23,4.48,10.4,5.28,10.45,11.86,4.82,4.61,3.67
665.101,6.08,8.28,4.52,10.42,5.3,10.45,11.89,4.82,4.56,3.67
665.43,6.17,8.33,4.57,10.52,5.34,10.55,11.95,4.85,4.57,3.67
665.758,6.18,8.37,4.61,10.53,5.36,10.64,11.98,4.85,4.52,3.7
666.087,6.27,8.43,4.7,10.62,5.42,10.72,12.11,4.94,4.57,3.73
666.415,6.31,8.48,4.7,10.66,5.35,10.77,12.16,4.93,4.52,3.76
666.744,6.33,8.48,4.7,10.74,5.37,10.82,12.16,4.97,4.49,3.8
667.072,6.39,8.51,4.68,10.82,5.39,10.88,12.22,5.02,4.49,3.75
667.401,6.57,8.64,4.82,11.02,5.52,11.08,12.42,5.17,4.65,3.9
667.729,6.64,8.64,4.87,11.1,5.65,11.1,12.55,5.24,4.74,3.92
668.058,6.65,8.59,4.95,11.1,5.56,11.11,12.64,5.19,4.81,3.93
668.386,6.64,8.63,5.06,11.18,5.55,11.21,12.75,5.19,4.79,4.01
668.714,6.61,8.6,4.99,11.14,5.55,11.19,12.74,5.15,4.83,3.98
669.042,6.58,8.62,4.91,11.11,5.57,11.18,12.73,5.12,4.74,3.88
669.371,6.61,8.68,4.99,11.23,5.62,11.2,12.76,5.16,4.81,3.83
669.699,6.57,8.7,4.94,11.2,5.6,11.23,12.66,5.13,4.79,3.79
670.027,6.58,8.69,4.93,11.22,5.62,11.28,12.74,5.1,4.85,3.81
670.355,6.58,8.7,4.95,11.22,5.64,11.25,12.79,5.03,4.85,3.77
670.683,6.57,8.65,4.97,11.19,5.62,11.35,12.82,5.06,4.85,3.8
671.011,6.49,8.65,4.93,11.1,5.64,11.25,12.78,5.07,4.71,3.76
671.339,6.47,8.63,4.87,11.04,5.53,11.21,12.74,5.03,4.66,3.69
671.666,6.49,8.73,4.89,11.11,5.61,11.31,12.78,5.11,4.68,3.7
671.994,6.53,8.75,4.82,11.17,5.62,11.33,12.79,5.15,4.7,3.67
672.322,6.57,8.84,4.9,11.32,5.67,11.49,12.93,5.21,4.76,3.73
672.65,6.61,8.84,4.94,11.33,5.65,11.5,12.95,5.21,4.81,3.75
672.977,6.61,8.87,4.9,11.35,5.65,11.6,12.98,5.21,4.87,3.84
673.305,6.69,8.9,4.93,11.34,5.66,11.66,13.06,5.22,4.91,3.93
673.633,6.73,8.99,4.96,11.33,5.68,11.74,13.04,5.3,4.95,3.94
673.96,6.73,9.01,4.94,11.32,5.7,11.76,13.06,5.32,4.93,3.96
674.288,6.74,9.06,4.99,11.31,5.69,11.67,13.01,5.3,4.92,4
674.615,6.81,9.1,5.02,11.39,5.68,11.7,13.04,5.31,5.04,3.99
674.943,6.76,9.14,5.07,11.38,5.69,11.74,13.05,5.33,5.06,4.08
675.27,6.76,9.17,5.08,11.46,5.69,11.83,13.06,5.38,5.12,4.12
675.597,6.74,9.2,5.09,11.5,5.76,11.88,13.1,5.42,5.16,4.17
675.924,6.75,9.25,5.09,11.47,5.79,11.97,13.1,5.53,5.17,4.16
676.252,6.71,9.26,5.04,11.51,5.82,12,13.11,5.59,5.19,4.17
676.579,6.73,9.27,5.06,11.5,5.83,11.99,13.09,5.66,5.18,4.13
676.906,6.75,9.31,5.11,11.65,5.87,12.03,13.16,5.74,5.2,4.2
677.233,6.81,9.21,5.1,11.61,5.84,11.98,13.18,5.69,5.15,4.17
677.56,6.89,9.24,5.09,11.7,5.82,12.08,13.23,5.74,5.22,4.2
677.887,6.87,9.22,5.06,11.73,5.79,12.16,13.26,5.65,5.28,4.15
678.214,6.85,9.23,5.06,11.73,5.74,12.18,13.31,5.62,5.24,4.15
678.541,6.87,9.23,5.06,11.79,5.75,12.14,13.32,5.58,5.19,4.05
678.868,6.85,9.26,5.07,11.77,5.78,12.11,13.37,5.56,5.16,4.03
679.195,6.91,9.28,5.1,11.84,5.76,12.1,13.38,5.54,5.17,4.05
679.521,6.91,9.25,5.1,11.84,5.71,11.97,13.4,5.48,5.19,4.05
679.848,6.92,9.32,5.2,11.93,5.71,12.02,13.45,5.55,5.23,4.09
680.175,6.95,9.31,5.21,11.99,5.65,12.07,13.5,5.53,5.27,4.15
680.501,6.9,9.3,5.17,11.94,5.59,12.05,13.5,5.48,5.3,4.12
680.828,6.9,9.37,5.22,12.06,5.64,12.13,13.49,5.54,5.33,4.16
681.154,6.89,9.39,5.23,12.03,5.62,12.13,13.49,5.57,5.33,4.17
681.481,6.96,9.52,5.32,12.14,5.69,12.17,13.55,5.69,5.35,4.27
681.807,7.02,9.54,5.31,12.16,5.74,12.23,13.6,5.78,5.42,4.41
682.134,7.12,9.65,5.35,12.22,5.83,12.36,13.71,5.91,5.48,4.52
682.46,7.13,9.63,5.35,12.25,5.81,12.31,13.76,5.9,5.44,4.52
682.787,7.13,9.71,5.4,12.29,5.84,12.43,13.78,5.96,5.52,4.55
683.113,7.19,9.76,5.44,12.38,5.89,12.57,13.8,5.98,5.55,4.64
683.439,7.21,9.76,5.4,12.34,5.91,12.51,13.79,5.9,5.52,4.58
683.765,7.24,9.8,5.45,12.37,5.99,12.48,13.78,5.92,5.54,4.64
684.091,7.26,9.77,5.48,12.38,6.06,12.51,13.83,5.97,5.52,4.61
684.417,7.28,9.82,5.49,12.4,6.11,12.55,13.87,6.07,5.59,4.67
684.743,7.29,9.83,5.56,12.5,6.17,12.49,13.91,6.08,5.62,4.67
685.069,7.26,9.77,5.54,12.5,6.16,12.52,13.95,6.14,5.59,4.62
685.395,7.23,9.75,5.58,12.53,6.15,12.55,13.94,6.11,5.58,4.52
685.721,7.24,9.72,5.56,12.53,6.14,12.52,13.93,6.07,5.67,4.49
686.047,7.31,9.75,5.58,12.58,6.2,12.62,13.96,6.09,5.71,4.51
686.373,7.3,9.7,5.6,12.52,6.17,12.6,13.98,6,5.65,4.42
686.699,7.29,9.7,5.59,12.49,6.17,12.55,13.93,5.99,5.67,4.37
687.024,7.34,9.78,5.67,12.53,6.2,12.66,14.05,6.03,5.74,4.45
687.35,7.35,9.8,5.69,12.56,6.26,12.8,14.16,6.12,5.79,4.46
687.676,7.36,9.85,5.68,12.52,6.22,12.8,14.16,6.09,5.8,4.43
688.001,7.38,9.86,5.7,12.59,6.32,12.85,14.26,6.03,5.82,4.46
688.327,7.37,9.93,5.74,12.57,6.33,12.95,14.35,6.01,5.91,4.46
688.652,7.39,10.01,5.72,12.51,6.31,12.96,14.34,6.01,6,4.53
688.978,7.43,10.06,5.74,12.54,6.36,13,14.42,6.02,6.06,4.62
689.303,7.42,10.13,5.79,12.63,6.4,13.01,14.51,6.1,6.07,4.76
689.629,7.47,10.23,5.81,12.64,6.43,13.12,14.55,6.16,6.19,4.83
689.954,7.5,10.3,5.81,12.68,6.51,13.13,14.65,6.2,6.23,4.94
690.279,7.48,10.29,5.81,12.72,6.52,13.09,14.69,6.2,6.18,4.98
690.604,7.48,10.3,5.77,12.77,6.53,13.1,14.68,6.2,6.15,5.04
690.93,7.48,10.34,5.73,12.74,6.45,12.99,14.7,6.12,6.03,4.95
691.255,7.58,10.4,5.81,12.86,6.59,13.01,14.78,6.23,6.09,5.07
691.58,7.6,10.41,5.78,12.84,6.53,13.07,14.8,6.3,6.06,5.03
691.905,7.69,10.41,5.75,12.87,6.57,13.13,14.81,6.34,5.97,5.07
692.23,7.77,10.45,5.82,13.03,6.69,13.21,14.89,6.37,6,5.06
692.555,7.8,10.51,5.81,13.02,6.71,13.15,14.88,6.4,6.01,5.06
692.88,7.81,10.5,5.76,12.98,6.63,13.19,14.81,6.37,5.97,4.95
693.204,7.77,10.41,5.79,13,6.61,13.07,14.83,6.43,5.91,4.96
693.529,7.77,10.44,5.81,13.03,6.54,13.1,14.87,6.44,5.94,4.99
693.854,7.83,10.52,5.85,13.04,6.53,13.21,14.98,6.49,6.01,5.03
694.179,7.85,10.54,5.87,13.02,6.58,13.24,15.03,6.57,6.05,5.05
694.503,7.86,10.58,5.92,13.08,6.62,13.36,15.09,6.68,6.15,5.17
694.828,7.81,10.63,5.92,13.09,6.57,13.44,15.1,6.71,6.24,5.2
695.153,7.81,10.67,5.96,13.15,6.62,13.41,15.1,6.69,6.32,5.22
695.477,7.76,10.63,5.98,13.14,6.54,13.34,15.05,6.69,6.33,5.2
695.802,7.69,10.62,5.97,13.1,6.45,13.35,15.05,6.72,6.31,5.22
696.126,7.67,10.58,5.99,13.13,6.38,13.47,15.08,6.77,6.28,5.22
696.451,7.69,10.6,6.05,13.13,6.45,13.52,15.1,6.79,6.29,5.24
696.775,7.78,10.65,6.03,13.17,6.48,13.65,15.11,6.79,6.29,5.17
697.099,7.84,10.65,6.03,13.21,6.55,13.71,15.06,6.9,6.35,5.16
697.423,7.83,10.65,6.02,13.24,6.58,13.78,15.13,6.9,6.33,5.1
697.748,7.81,10.59,6.05,13.2,6.51,13.82,15.08,6.84,6.32,5.09
698.072,7.82,10.62,6.09,13.18,6.58,13.8,15.17,6.87,6.45,5.13
698.396,7.84,10.63,6.06,13.16,6.58,13.81,15.22,6.85,6.38,5.14
698.72,7.83,10.65,6.11,13.09,6.57,13.73,15.29,6.89,6.27,5.11
699.044,7.9,10.74,6.1,13.08,6.68,13.72,15.29,6.96,6.33,5.14
699.368,7.94,10.72,6.06,13.09,6.73,13.69,15.34,6.9,6.4,5.14
699.692,7.98,10.77,6.08,13.18,6.85,13.72,15.39,6.92,6.45,5.15
700.016,7.99,10.78,6.14,13.17,6.9,13.76,15.5,6.9,6.48,5.19
700.34,7.96,10.85,6.23,13.15,6.98,13.74,15.61,6.85,6.54,5.3
700.664,7.97,10.88,6.23,13.18,7.02,13.8,15.75,6.88,6.55,5.33
700.987,8.02,10.94,6.28,13.28,7.05,13.79,15.7,6.98,6.58,5.35
